Location,Latitude,Longitude
Lone Pine California,36.583176,-118.07833811447831
Niles California,37.57814185,-121.98046977812244
Sacramento California,38.5810606,-121.493895
Yaounde Cameroon,3.8689867,11.5213344
Newfoundland Canada,49.12119115,-56.64032459262498
Vancouver Canada,49.2608724,-123.113952
Frobisher Bay Canada,62.83980995,-66.74377376795226
Chanco Chile,-35.7341836,-72.5331642
Puerto Williams Chile,-54.935761,-67.6061824
Belen Chile,-33.404325233338206,-70.55790580249155
Chungking China,30.05518,107.8748712
Zhengzhou-Xinzheng China,34.5534913,113.84154551773426
Rui'an China,27.7809047,120.6512652
Buenaventura Bay Colombia,3.805,-77.2
Yali Colombia,6.675426,-74.84226
Municipio de Marulanda Colombia,5.28323705,-75.26002491961401
Santa Maria Colombia,4.82084225,-73.2718839001036
Cerro el Tablazo Colombia,10.690556,-72.880278
Valledupar Colombia,10.4651733,-73.2529512
Ibague Colombia,4.4386033,-75.2108857
Bucaramanga Columbia,7.16698415,-73.1047294009737
Long Island Sound Connecticut,41.0508886,-72.94798981548601
Hartford Connecticut,41.764582,-72.6908547
Souda Crete,35.4871175,24.0659027
Baracoa Cuba,20.3477869,-74.4968647
Ercan Cyprus,35.15175225,33.50353179562835
Prague Czech Republic,50.0874654,14.4212535
Harrington Delaware,38.9237244,-75.5777033
Santo Domingo Dominican,18.4802244,-69.95834385
Faridpur East,23.7451119,90.4322926
Taisha Ecuador,-2.4406358,-77.38272586466911
Isma'iliya Egypt,30.6043775,32.2770825
San Gerardo El,9.8649695,-83.6168079
Marden England,51.1768381,0.5031824507866008
East Midlands England,53.1188177,-1.2597068974971677
Tallinn Estonia,59.4372155,24.7453688
Gainsville Florida,29.61941755,-82.36011793561752
Pontoise France,49.0508845,2.1008067
St. Marcouf France,49.2525502,-0.9915246
Marseille France,43.2961743,5.3699525
Raiatea French,-16.819398399999997,-151.44839073626866
Atlanta Georgia,33.7489924,-84.3902644
Nurnberg Germany,49.453872,11.077298
Mulheim Germany,51.4272925,6.8829192
Nea Ankhialos Greece,39.280167,22.8186102
Port-au-Prince Hati,18.547327,-72.3395928
Santa Ana Francisco Morazan Honduras,13.929674,-87.2733004
Bangalore India,12.98815675,77.62260003796
New Delhi India,28.64308585,77.21926705734865
Agra India,27.1752554,78.0098161
Srinagar India,34.0747444,74.8204443
Nabire Indonesia,-3.360285,135.5023653
Padalarang Indonesia,-6.8422655,107.4969093
Tegal Indonesia,-6.86981145,109.11506461278614
Manado Indonesia,1.4900578,124.8408708
Shahdad Iran,30.4196387,57.7023666
Cork Ireland,51.8985136,-8.4726423
Genoa Italy,44.40726,8.9338624
Montieri Italy,43.1306766,11.0162788
Mount Vesuvius Italy,40.8213963,14.4261967
Cosenza Italy,39.5966853,16.333055599019605
Terracina Italy,41.2871196,13.2492009
Burgio Italy,37.599442,13.29015
Kaneko Japan,35.8110878,139.3286556
Tokyo Bay Japan,35.470011650000004,139.84770242173232
Oita Japan,33.2393864,131.6096524
Hokkaido Japan,43.4519831,142.8197834
Semipalatinsk Kazakhstan,50.406737750000005,80.25028238526095
Ferguson Kentucky,37.0667444,-84.5999413
Horwich Lancs,53.6010572,-2.556926025565554
Pha Khao Laos,20.5533518,102.6061996
Ban Napa Laos,19.5908178,103.6609889
Vientiane Laos,17.9640988,102.6133707
Monrovia Liberia,6.328034,-10.797788
LAX Los,33.94216754999999,-118.42135906141588
Morgan City Louisiana,29.6993748,-91.20677
Leeville Louisiana,29.2504529,-90.2108072
Kuala Lumpur Malaysia,3.1526589,101.7022205
Timbuktu Mali,16.7719091,-3.0087272
Gozo Malta,36.0467778,14.25825649123654
Bagot Manitoba,49.968373,-98.6290814
Baltimore Maryland,39.2908816,-76.610759
Boston Massachusetts,42.3554334,-71.060511
Guadalupe Mexico,25.6751114,-100.2151753
Marcellus Michigan,42.0258779,-85.8155576
Beaver Island Minnesota,48.0635145,-91.48804110467192
Kansas City Missouri,39.100105,-94.5781416
Rio de Oro Morocco,22.0724145,-14.445243230160033
Quelimane Mozambique,-17.87751,36.890216
Rangoon Myanmar,16.7967129,96.1609916
Syktyvkar,61.6685237,50.8352024
English Channel,49.989220200000005,-2.2384698499999995
Marquette Nebraska,41.0070132,-98.0114268
Dana Nepal,28.5402676,83.6495034
Elko Nevada,41.1958128,-115.3272864
Clarence Center New,43.0080332,-78.63220207541806
Wairoa New,-31.1221755,148.0219226
White Plains New,41.0339862,-73.7629097
La Guardia Airport New,40.7757145,-73.87336398511545
Albuquerque New,35.0841034,-106.650985
JFK Airport New,40.6429479,-73.7793733748521
Trinity Bay Newfoundland,48.0493796,-53.40589453152174
Calabar Nigeria,4.9795999,8.3373597
Fayetteville North,35.0525759,-78.878292
Cary North,35.7882893,-78.7812081
Sydney NSW,-33.8698439,151.2082848
Montpelier Ohio,41.5844951,-84.6055076
Toledo Ohio,41.6529143,-83.5378173
Armstrong ON,50.302131,-89.0373698
Jalkot Pakistan,35.0729732,72.8693976
Kohat Pakistan,33.5967144,71.4399944
Cerro Horqueta Panama,8.8265094,-82.4456064
Hoskins Papua,-5.4519975,150.4071418
Bimin Papua,-5.2842096,142.0288776
Charlottetown PE,46.234953,-63.132935
Meadville Pennsylvania,41.641445,-80.151449
Arequipa Peru,-16.3988667,-71.5369607
Huanuco Peru,-9.5,-75.833333
Carpish Peru,-9.53031745,-76.11427538631659
Negros Philippines,10.0206654,122.97715983111424
Davao Philippines,7.0648306,125.6080623
Marawi Philippines,8.0047262,124.2854351
Mactan Philippines,10.28827565,123.97239768282294
Dumaguete Philippines,9.3054777,123.3080446
Terceira Portugal,38.72116535,-27.217637988768217
Lisbon Portugal,38.7077507,-9.1365919
Fort Chimo Quebec,58.1066864,-68.4038778
Quebec City Quebec,46.8137431,-71.2084061
Providence Rhode,41.8239891,-71.4128343
Macae Rio,-22.28283055,-41.96490906592897
Apuseni mountains Romania,46.5,23.2
Nalchik Russia,43.4769604,43.5966578
Argunovo Russia,55.285088,38.3959035
Lakhta Russia,59.9911386,30.1673669
Pechora Russia,65.7109698,54.8179912
Bratsk Russia,56.1517085,101.6334907
Mineralnye Vody Russia,44.2107377,43.134969
Surgut Russia,61.254032,73.3964
Kandalaksha Russia,67.1507901,32.4082716
Granton Harbour Scotland,55.9835467,-3.2281112
Kafountine Senegal,12.927555,-16.736405
Tambacoumba Senegal,12.6187699,-15.9944823
Navafria Spain,41.0547237,-3.8250591
Pedro Bernardo Spain,40.2439312,-4.9108472
Nasir Sudan,15.593974,32.5647767
Jabal Awliya Sudan,15.244386,32.509082
Gatwick Surrey,51.1970901,-0.6943123
Aleppo Syria,36.19924,37.1637253
Makung Taiwan,23.5691606,119.58129031264116
Green Island Taiwan,22.6616764,121.492596
Tainan Taiwan,22.9912348,120.184982
Paris Tennessee,36.3019461,-88.3258578
Houston Texas,29.7589382,-95.3676974
Kerrville Texas,30.048469,-99.1399464
Cavalese Trento,46.291187,11.4604681
Grombalia Tunisia,36.5984231,10.4990402
Istanbul Turkey,45.7581012,8.5578947
Artigas Uruguay,-30.6170756,-56.9373451
Samarkand Russia,55.0484928,82.9112096
Merida Venezuela,8.5816963,-71.1658075
Melbourne Victoria,-37.8142454,144.9631732
Lai Chau Vietnam,22.2921668,103.1798662
St. Croix Virgin,17.72912395,-64.7589156481904
Norfolk Virginia,36.8493695,-76.2899539
Marion Virginia,36.8331284,-81.519515
Durango Vizcaya,43.1707065,-2.6334897
Jones Beach Wantagh,40.6518361140189,-73.50988915076424
Coventry Warks,52.37005905,-1.4812022553400643
Richland Washington,46.2804298,-119.275205
Clarksburg West,39.2806451,-80.3445341
La Crosse Wisconsin,43.8122836,-91.2514355
Wright Wyoming,43.751281,-105.484825
Saada Yemen,17.063405,43.914884
Ngwerere Zambia,-15.2853637,28.3909082
Frederick Henry Bay,-42.91702,147.60205
Logan Airport,39.8557834,-104.4010033
Alma Ata,43.2363924,76.9457275
Tokyo,35.6768601,139.7638947
Fort Smith,35.3880338,-94.4265011
Ceel Barde,4.6737132,43.91483578968602
Herat Afghanistan,34.3491443,62.2163252
Adraskan district Afghanistan,33.705406,61.995481
Iloilo Air,10.6687051,122.9697527
Sand Point Alaska,55.3403484,-160.4980639
Tyonek Alaska,61.0684293,-151.1409141
Shungnak Alaska,66.8880556,-157.1363889
Kotzebue Alaska,66.8982057,-162.5977621
Sparrevohn Alaska,61.09604365,-155.57460505433366
Eider Point Alaska,53.9576138,-166.5894621
Anchorage Alaska,61.2163129,-149.894852
Homer Alaska,59.6454064,-151.5445643
Edmonton Alberta,53.5462055,-113.491241
Crowsnest Pass Alberta,49.6189587,-114.4944274
Palestro Algeria,36.5644827,3.5967523
Bechar Algeria,31.385726,-2.011595847987405
Oran Algeria,35.7044415,-0.6502981
Pago Pago American,-14.2754786,-170.7048298
Luena Angola,-11.7790355,19.9122676
Huambo Angola,-12.7772455,15.7346713
Mar del Plata Argentina,-37.9976168,-57.5482079
Zarate Argentina,-34.0954713,-59.0245097
L'Hospitalet Ariège,43.2297425,1.7138034
Goodwin Arkansas,34.9381496,-91.0209529
Bathurst Island Australia,-11.57730195,130.41773967150868
Katherine Australia,-14.4646157,132.2635993
Redesdale Australia,-37.020796,144.5315217
Bridgetown Barbados,13.0977832,-59.6184184
Terrace BC,54.5172715,-128.599548
Sandspit BC,53.2435323,-131.8281487
Melle Belgium,51.00303,3.7988833
Mt. Bukit Besar,5.9555868,100.4105036
La Paz Bolivia,-16.4955455,-68.1336229
Mt. Colorado Bolivia,-15.4876389,-67.4033235
Unduavi Bolivia,-16.3111834,-67.9093054
San Borja Bolivia,-14.8582125,-66.7474736
Vacas Bolivia,-17.57467775,-65.58106454819556
Senador Jose Porfírio Brazil,-2.5935424,-51.948209
Chapeco Brazil,-27.0922364,-52.6166878
Eirunepe Brazil,-6.6567654,-69.866161
Fernando de Noronha Brazil,-3.8537498,-32.41980180663255
Mayne Island British,48.84438285,-123.28755177004037
Mandalay Burma,21.9596834,96.0948743
Panther Peak California,36.5832769,-118.7156531
Sunland California,34.2669466,-118.3023
Signal Hill California,33.804826,-118.168259
Oceanside California,33.1958696,-117.379483
Palm Springs California,33.8246269,-116.540303
Ukiah California,39.1501662,-123.2077861
Point Mugu California,34.0854138,-119.060992
Lebec California,34.8416435,-118.8648189
Venice California?,33.995044,-118.4668875
Guernsey Channel,49.4578405,-2.5349672
Jinan China,36.6519754,117.1138479
Tsingtao China,36.0663249,120.3777659
Hankow China,22.2977297,114.17084425
Mukden China,41.8026095,123.4279105
Changchun China,43.8844201,125.3180998
Chongqing China,30.05518,107.8748712
Kian China,26.193218,118.2208721
Zheng Zou AB China,36.914927000000006,117.80471404664388
Ipiales Colombia,0.8236934,-77.6349296
Betania Colombia,5.7451779,-75.9768362
Puesto Araujo Colombia,6.5206641,-74.1007112
Doncello Colombia,1.6815919,-75.2844565
Manizales Colombia,5.0743694,-75.50811667440546
San Vincente Colombia,4.8474801,-75.534028
Buga Colombia,3.9000578,-76.302013
Tres Esquinas Colombia,4.71507735,-75.7508642033295
Funza Colombia,4.7177471,-74.2031547
Byers Colorado,39.709152,-104.22199652971202
Leadville Colorado,39.2508229,-106.2925238
Bayfield Colorado,37.2255593,-107.598112
Namoya Congo,-4.0458404,27.5368974
Kinkala Congo,-4.3565973,14.7587752
Cheshire Connecticut,41.4989861,-72.900658
Stafford Springs Connecticut,41.96238765,-72.31292971461522
Ajaccio Corsica,41.9263991,8.7376029
Havana Cuba,22.1883069,113.5493076
Chipaque Cundinamarca,4.4070793,-74.0697039
Kyrenia Cyprus,35.3396291,33.3205287
Prague Czech,50.0864234,14.4156772
Brno Czech,49.2052271,16.602174203883113
Ruzyne Czech Republic,50.0915435,14.3028035
Washington D.C.Air,38.9223243,-77.0423032
Kinshasa Democratic,-2.9814344,23.8222636
La Bonita Ecuador,0.4729531,-77.5460728
Loja Ecuador,-4.0528506,-79.8053425
Sharm el Sheikh Egypt,27.8644422,34.295447
Ras-el-Tin Egypt,31.2025145,29.8739984
Zifta Egypt,30.7152872,31.2470999
Leicestershire England,52.666667,-1.0
Birmingham England,52.4796992,-1.9026911
Lympne England,51.0757824,1.0272519
Sellafield England,54.4166451,-3.5104538
Aldbury England,51.8022069,-0.6015429
Ruislip England,51.5775626,-0.4278453
Asmara Ethiopia,11.244962,41.5444484
Koivulahti Finland,60.1921338,25.105508
Le Bourget France,48.9351403,2.4258354
Paris France,48.8534951,2.3483915
Corbigny France,47.2574315,3.6843003
Marseilles France,47.0706778,3.0029271
Le Mans France,48.0073849,0.1967849
Pau France,43.2957547,-0.3685668
Rodez France,44.3511408,2.5728493
Estaires France,50.6440257,2.7226506
Ajaccio France,41.9263991,8.7376029
Privas France,44.7352708,4.5986733
Ndjolé Gabon,-0.1838081,10.7658311
Savannah Georgia,32.0790074,-81.0921335
Marietta Georgia,33.9528472,-84.5496148
Geilenkirchen Germany,50.963605,6.1199802
Bremen Germany,53.0758196,8.8071646
Frankfurt Germany,50.1106444,8.6820917
Stettin Germany,51.7237371,7.981095749335785
Corfu Greece,39.591337,19.85961891873385
Kronborg Glacier Greenland,69.0,-28.5
Mt. Pena Blanca Guatemala,14.7654948,-91.1537162
Peten Guatemala,16.831790599999998,-90.04506367984175
Port-au-Prince Haiti,18.547327,-72.3395928
Puerto Castilla Honduras,16.0096023,-85.9494198
Gatwick Airport Horley,51.1541082,-0.1823116499127204
Telkibanya Hungary,48.485603,21.3544735
Nagyvarad Hungary,47.47939735,19.09138136805165
Fish Haven Idaho,42.0368759,-111.3963177
Colvin Park Ilinois,42.1380804,-88.7834283
Taksing India,28.4345031,93.2038913
Terre Haute Indiana,39.4667025,-87.4139119
Solo Indonesia,-7.5692489,110.828448
Parepare Indonesia,-4.0057055,119.6236101
Silimo Indonesia,-4.480476,138.9316798
Malinau Indonesia,2.6185545,115.69049695186618
Jalaludin Indonesia,-3.7109609,102.52508604705358
Timor Indonesia,-9.3460171,124.63707741045216
Mt. Burangrang Indonesia,-6.9286105,107.6179438
Kupang Indonesia,-10.1632209,123.6017755
Sumatra Indonesia,-0.14329415,101.62410241439257
Clear Lake Iowa,43.1370751,-93.3813637
Des Moines Iowa,41.5868654,-93.6249494
Karaj Iran,35.8224892,50.9904681
Orumiyeh Iran,37.548341,45.0667111
Isfahan Iran,32.6707877,51.6650002
Balad Air Base Iraq,33.9405109,44.36984919383171
Rutbah Iraq,33.0367407,40.2876459
Al Taji Iraq,33.52740475,44.22065063035227
Tal Afar Iraq,36.3740434,42.4434793
Civitavecchia Italy,42.0937524,11.7922462
Abidjan Ivory,5.3799927,-4.0862133
Amman Jordan,31.9515694,35.9239625
Wichita Kansas,37.6922361,-97.3375448
Kyzyltu Kazakhstan,43.4140241,77.0661576
Alma-Ata Kazakhstan,43.2363924,76.9457275
Busia Kenya,0.3712048,34.26479520608315
Xam Neua Laos,20.4151514,104.047364
Marsa el-Brega Libya,30.407313,19.578771
Blace Macedonia,41.8716036,21.6658181
Tamatave Madagascar,-18.1553985,49.4098352
Antananarivo Madagascar,-18.9100122,47.5255809
Andapa Madagascar,-14.6622706,49.6517827
Bandra Maharashtra,19.0549792,72.8402203
Brandywine Maryland,38.69345485,-76.88430810208973
Oxon Hill Maryland,38.7848249,-76.9694015528087
Patuxent River Maryland,38.31427816834104,-76.44177326790852
Poza Rica Mexico,20.5320852,-97.4536355
Durango Mexico,24.833333,-104.833333
Chilpancingo Mexico,19.4059029,-99.1685264
Las Lomitas Mexico,17.0939293,-100.1256489
Chetumal Mexico,18.5081738,-88.297144
Puebla Mexico,18.833333,-98.0
Monroe Michigan,41.9153358,-83.5135665
Ellendale Minnesota,43.8728443,-93.3010744
Robertson Missouri,38.7642176,-90.3820603
Saint Louis Missouri,38.6280278,-90.1910154
Zavkhan Mongolia,48.2934284,96.4479958
Miles City Montana,46.4085273,-105.840981
Bozeman Montana,45.6794293,-111.044047
Yangon (Rangoon) Myanmar,16.830584086095755,96.219108416901
Tura,47.60935,19.5949442
?North Canada Air,49.1932902,-123.1601178
Atlantic Ocean NE,-3.72121995,-38.5108113635101
Mt. Saint-Odile,48.43369805,7.400492200664868
Copper Canyon Nevada,37.31681916148178,-117.65394845309947
Reno Nevada,39.5285265,-119.8114328
Carson New,36.3644667,-105.7652927
Montauk Point New,41.071005,-71.8564591
Cove Neck New,40.8823207,-73.5059562
Edison New,40.518157,-74.4113926
Plattsburgh New,44.6947885,-73.45654837957537
Keene New,42.933597,-72.2784264
Canajoharie New,42.9056288,-74.5718073
Port Washington New,40.8263965,-73.68499298026316
Oreway Newfoundland,52.5684809,-65.8779818
Bluefields Nicaragua,11.6038399,-83.56138138247925
Ometepe Island Nicaragua,11.4983864,-85.62553996271319
Abuja Nigeria,9.0643305,7.4892974
Yola Nigeria,9.2089255,12.4802485
Charlotte North,35.2272086,-80.8430827
Goldsboro North,35.3848841,-77.9927651
Belfast Northern,54.596391,-5.9301829
Owasso Oklahoma,36.2659698,-95.8548557
London Ontario,42.9832406,-81.243372
Eugene Oregon,44.0505054,-123.0950506
Cove Oregon,45.2965257,-117.807987
Johnstown Pennsylvania,40.3267407,-78.9219698
Philadelphia Pennsylvania,39.9527237,-75.1635262
Pacae Peru,-9.0242614,-76.066128
Chaparra Peru,-15.7388369,-73.8618503
Chachapoyas Peru,-6.3718272,-77.8093378
Mactan Island Philippines,10.28827565,123.97239768282294
Cotabato City Philippines,7.2237628,124.2467062
Miroslawiec Poland,53.3415106,16.0881475
Coconut Island QLD,-10.0501856,143.06928125805538
Olekminsk Russia,60.3729364,120.403496
Perm Russia,58.014965,56.246723
Batagai Russia,67.654907,134.635071
Minsk Russia,55.8228734,49.0506912
Izhevsk Russia,56.866557,53.2094166
Kamchatsky Russia,53.0199838,158.6471356
Stalingrad Russia,48.7081906,44.5153353
Sverdlovsk Russia,56.839104,60.60825
Novoagansk Russia,61.96095135,76.67974779346457
Pervouralsk Russia,56.9051246,59.9431941
Nizhnevartovsk Russia,60.9339411,76.5814274
Moamoa Samoa,-13.8571312,-171.7842517
Sinnai Sardinia,39.3042403,9.2035381
Al Qaysumah Saudi,28.3386637,46.12358002192988
Ras Al Khafji Saudi,28.4225409,48.4927814
Glasgow Scotland,55.861155,-4.2501687
Mamony Siberia,52.303055,104.155769
Chungking Sichuan,29.49141305,106.5375723873266
Sokcho South,36.7908664,126.4597679
Palomares Spain,37.2473814,-1.7973403
Tarragona Spain,41.1172364,1.2530982
Albacete Spain,38.9950921,-1.8559154
Bilbao Spain,43.2630018,-2.9350039
Ceuta Spain,35.89442195,-5.355817352394269
Geneina Sudan,13.4420205,22.4459786
Zhengchang Suiyang,27.8902032,107.253901
Palembang Sumatra,-2.9888243,104.7568507
Croydon Surrey,51.37288968420942,-0.1012875864676566
Kalvesta Sweden,59.3834721,17.8540246
Niederhasli Switzerland,47.4812949,8.4858049
An tung Taiwan,24.1350075,120.6032911
Mt. Holston Tennessee,36.464547595019184,-82.1994912519277
Abilene Texas,32.44645,-99.7475905
Bourne Texas,32.69440416728028,-97.18237887274448
Denton Texas,33.1838787,-97.1413417
Kupang Timor,-10.15605673124466,123.59490880589829
Diyarbakir Turkey,37.9162222,40.2363542
Izmir Turkey,38.23166,27.02997
Lapseki Turkey,40.3443674,26.6845975
Pago Pago U.S.,-14.2754786,-170.7048298
Mukachevo Ukraine,48.4421119,22.7185408
Solis Uruguay,-34.7923733,-55.3837161
Gelendzhik Russia,44.5609447,38.0766832
Ogden Utah,41.2230048,-111.9738429
Great Salt Lake Utah,41.1762016,-112.602336124358
Shamurat Uzbekistan,42.492462077130334,59.60420665775837
Los Roques Venezuela,11.8382889,-66.6391165
Ciudad Bolivar Venezuela,8.1028532,-63.5469562
Burlington Vermont,44.4761601,-73.212906
Hue Vietnam,16.4639321,107.5863388
Galax Virginia,36.6612387,-80.9239671
Charles City Virginia,37.3705777,-77.0605098
Spokane Washington,47.6571934,-117.42351
Bluff Mountain Washington,46.4553899,-121.898979
Issaquah Washington,47.5348778,-122.043297
Reardan Washington,47.6696056,-117.8777336
Mt. Elk Wyoming,44.32614323953776,-106.91357443490476
Snag Yukon,62.3992362,-140.3718394
Goroka,-6.0730028,145.3932891
Bintuni,-2.1138854,133.5287755
Pacific Ocean 325,-37.05238718534656,175.93813353077223
Maymaneh Afghanistan,35.9304371,64.76118060946182
Jalalabad Afghanistan,34.430195,70.460128
Kandahar Airport Afghanistan,31.50585365,65.8420921263143
Talladega Alabama,33.3967079,-86.1597137
Rudyerd Bay Alaska,55.5897222,-130.7458333
Sitka Alaska,57.4086082,-135.4596206
Russian Mission Alaska,61.785,-161.3202778
Elmendorf AFB Alaska,61.253281650000005,-149.80817355784652
Bethel Alaska,60.7922222,-161.755833
Biskra Algeria,34.8508816,5.729074
Tau Island American,-14.24198965,-169.46459907332468
Luzamba Angola,-9.1472811,18.0431019
Chana Angola,-8.88507135,13.205464476367537
Cuangar Angola,-17.6097686,18.6223286
Bocoio Angola,-12.4690414,14.1370622
Moron Argentina,-34.6510527,-58.6217416
Rio Cuarto Argentina,-33.1237585,-64.3489782
Azul Argentina,-36.777492,-59.863442
Córdoba Argentina,-31.4166867,-64.1834193
Yerevan Armenia,40.1777112,44.5126233
Guildford Australia,-31.8985059,115.9702294
Temora Australia,-34.3830356,147.46858599208093
Broken Head Australia,-28.715,153.5844444
Cuenca Azuay,-2.8974072,-79.0041726
Treasure Cay Bahamas,26.6774884,-77.2895287
Nassau Bahamas,25.0782266,-77.3383438
Hal Belgium,50.7360524,4.2374349
Keerbergen Belgium,51.0037524,4.6290719
Wolvertem Belgium,50.9510266,4.3085198
Logan Airport Boston,42.36317665,-71.01364006269452
Gravata Brazil,-8.1993049,-35.5631137
Aracaju Brazil,-10.9162061,-37.0774655
Passo Fundo Brazil,-28.2550598,-52.3966606
Suzano Brazil,-23.5427842,-46.3108391
Recife Brazil,-8.0584933,-34.8848193
Salvador Brazil,-12.9822499,-38.4812772
Porte Alegre Brazil,-9.98283537008162,-67.87247308266419
Beef Island British,18.4394817,-64.5233510849655
Muncho Lake British,58.9939483,-125.7770162814497
Dog Creek British,51.583333,-122.25
Petrich bulgaria,41.3952948,23.2067832
Bassein Burma,16.783333,94.733333
Castaic California,34.4826899,-118.6307097
Daggett California,34.858152950000004,-116.84303813919234
Chatsworth California,34.2572499,-118.6017022
San Bernardino California,34.8253019,-116.0833144
Las Palmas Canary,27.9580004,-15.6062305376665
Bangui Central,4.38676145,18.56258375419364
Cerro el Planchon Chile,-37.0068109,-71.6179097
Yinchuan China,38.4852037,106.2261926
Tsinan China,36.6519754,117.1138479
Yumen China,40.2355108,97.4322482
Hainan Island China,19.1602864,109.62889143756746
Barranquilla Colombia,11.0101922,-74.8231794084391
Agustin Codazzi Colombia,10.0374894,-73.2387011
Orito Colombia,0.6686314,-76.8749187
Caruru Colombia,1.5370737,-70.2054609
Leticia Colombia,-4.2129211,-69.9425963
El Retiro Colombia,6.0572745,-75.502611
Hideaway Park Colorado,39.92039595,-105.78432075672396
Cartagena Columbia,10.4265566,-75.5441671
Kisangani Congo,0.5184021,25.2057292
Zagreb Croatia,45.8130967,15.9772795
Santiago de Cuba Cuba,20.0214263,-75.8294928
Bratislava Czech Republic,49.0106718,16.6869867
Bornholm Denmark,55.1431224,14.922629658767558
Oxford England,51.7520131,-1.2578499
Llanfair England,50.828514,-4.519723526204535
Asmara Eritrea,15.3389667,38.9326763
Shinile Ethiopia,10.2122931,41.9276454837688
Jima Ethiopia,6.9999025,36.4974513
Bua Fiji,-16.625798500000002,178.477432975
Nasevou Village Fiji,-18.11172197830597,178.4060254342296
Melbourne Florida,28.0785034,-80.6077908
Milton Florida,30.6324149,-87.0396881
Gonesse France,48.9863555,2.4500537
Quiberon France,47.4874,-3.12152
Coulommiers France,48.8121301,3.0843818
Monroe Georgia,33.0142344,-83.9044159
Ochamchire Georgia,42.7121136,41.4721354
Tbilisi Georgia,41.6934591,44.8014495
Batumi Georgia,41.6241427,41.6249897328339
Ansbach Germany,49.28887445,10.55976933809508
Tuttlingen Germany,47.9844315,8.8186606
Amoneburg Germany,50.7975562,8.9231329
Juist Germany,53.6784483,6.9956079
Uberlingen Germany,47.7664456,9.1605106
Fuhlsbuttel Germany?,53.6323399,10.0233695
Arbucias Gerona,41.8160629,2.5141453
Corfu Island Greece,39.591337,19.85961891873385
Labe Guinea,11.7614835,-12.0118889
Jamnagar Gujarat,22.4732415,70.0552102
Hanalei Hawaii,22.2029937,-159.4956949
Kekaha Hawaii,21.970833,-159.715
Yoro Honduras,15.2994474,-87.29169807731974
Centralia Illinois,38.5250491,-89.1334037
Forest Park Illinois,41.8794989,-87.8136997
Rawalpindi India,31.2873363,75.792424
Patna India,25.6093239,85.1235252
Kochi India,9.9674277,76.2454436
Tezpur India,26.61695705,92.76500717365028
Pathankot India,32.3021899,75.65894063717977
Madh Island India,19.19793615490624,72.80024937782284
Kanda India,29.8468789,79.93731756027664
Bombay India,-34.1069929,18.4710125
Munster Indiana,41.5644798,-87.5125412
Biak Indonesia,-1.1836086,136.0816321
East Kalimantan Indonesia,0.7884397,116.2419977
Sioux City Iowa,42.4966815,-96.4058782
Mashad Iran,36.2974945,59.6059232
Qazvin Iran,36.0156291,49.8398161
Brandon Head Ireland,52.2757233,-10.2429647
Florence Italy,43.7697955,11.2556404
Rimini Italy,43.946543250000005,12.63074901925494
Sardinia Italy,40.0912813,9.0305773
O-shima Island Japan,34.4075681,134.10761251947983
Nanjing Jiangsu,32.0438284,118.7788631
Mafraq Jordan,32.538610199999994,38.13073283526786
Goodland Kansas,39.350833,-101.710172
Meopham Kent,51.360162900000006,0.3639095281289543
Trammel Kentucky,36.7853194,-86.3533242
Kisumu Kenya,-0.1029109,34.7541761
Mount Kenya Kenya,-0.152707,37.3092138
Pak Tha Laos,19.995933,100.63944758619968
Beirut Lebanon,33.88922645,35.50255852895232
Saverne Lorraine,48.7419909,7.3625953
Kenner Louisiana,29.9942265,-90.2417806
Golden Meadow Louisiana,29.3791112,-90.2600787
Skopje Macedonia,41.9961816,21.4319213
Farafangana Madagascar,-22.8217524,47.8307127
Antananivo Madagascar,-14.2423689,48.5205176
Junnar Maharashtra,19.2094471,73.8771937
Portland Maine,43.6573605,-70.2586618
Linneus Maine,46.0386716,-67.959596
Tananarive Malagasy,-18.9065998,47.518922
Serawak Malaysia,3.210604606135015,101.74911139395162
Bamako Mali,12.649319,-8.000337
Gao Mali,16.2788129,-0.0412392
Aguelhok Mali,19.4641919,0.8573623
Mergui Manmar,12.4319552,98.5955711
Glen Burnie Maryland,39.1595439,-76.61515136556432
Holyoke Massachusetts,42.2071184,-72.6075851
Martha's Vineyard Massachusetts,41.39204545,-70.62081381546194
Villahermosa Mexico,17.9884657,-92.9366326
Playa del Carmen Mexico,20.6308643,-87.0779503
Oaxaca Mexico,17.0,-96.5
Saltillo Mexico,25.4230425,-100.9927509
Toluca Mexico,19.28159795790642,-99.4923410803155
Chihuahua Mexico,28.5000001,-106.0000001
Culiacan Mexico,24.7978965,-107.393395
Pico de Orizaba Mexico,19.0303263,-97.2698195
Flat Rock Michigan,42.0964314,-83.2918744
Northolt Middlesex,51.53345965,-0.3827263014005531
Owatonna Minnesota,44.0839937,-93.2261076
Itta Bena Mississipi,33.4951269,-90.3229458
Guelmim Morocco,28.9863852,-10.0574351
Maputo Mozambique,-25.966213,32.56745
Sittwe Myanmar,20.139197,92.8970859
Waialeale,22.0700655,-159.4979006
Gibraltar?,36.1285933,-5.3474761
the Persian Gulf,34.0554039,-118.442059
Whiting Field,44.25777845,-88.38739519811365
Surkhet Nepal,28.6573817,81.51378247545702
Devghat Nepal,27.8104986,84.36710139483444
Waalhaven Netherlands,51.89185761227488,4.440864588996551
Atlantic City New,39.3642852,-74.4229351
East Moriches New,40.809848,-72.75539158288205
